category,description,month,count,rollavg_3month
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-03-01,8,5
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-04-01,10,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-05-01,9,9
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-06-01,17,12
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-07-01,10,12
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-08-01,9,12
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-09-01,11,10
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-10-01,3,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-11-01,7,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2018-12-01,6,5
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-01-01,6,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-02-01,8,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-03-01,8,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-04-01,6,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-05-01,10,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-06-01,12,9
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-07-01,13,12
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-08-01,8,11
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-09-01,9,10
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-10-01,11,9
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-11-01,5,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2019-12-01,8,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-01-01,5,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-02-01,4,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-03-01,10,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-04-01,6,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-05-01,6,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-06-01,6,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-07-01,5,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-08-01,7,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-09-01,6,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-10-01,7,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-11-01,5,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2020-12-01,4,5
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-01-01,4,4
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-02-01,4,4
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-03-01,4,4
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-04-01,9,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-05-01,11,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-06-01,7,9
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-07-01,6,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-08-01,6,6
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-09-01,10,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-10-01,9,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-11-01,4,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2021-12-01,8,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-01-01,12,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-02-01,5,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-03-01,12,10
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-04-01,7,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-05-01,7,9
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-06-01,11,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-07-01,9,9
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-08-01,5,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-09-01,11,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-10-01,14,10
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-11-01,10,12
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2022-12-01,18,14
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-01-01,17,15
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-02-01,7,14
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-03-01,10,11
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-04-01,12,10
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-05-01,8,10
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-06-01,14,11
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-07-01,12,11
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-08-01,8,11
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-09-01,14,11
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-10-01,9,10
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-11-01,11,11
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2023-12-01,16,12
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-01-01,11,13
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-02-01,8,12
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-03-01,6,8
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-04-01,8,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-05-01,7,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-06-01,6,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-07-01,9,7
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-08-01,19,11
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-09-01,10,13
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-10-01,22,17
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-11-01,18,17
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2024-12-01,12,17
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-01-01,20,17
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-02-01,16,16
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-03-01,26,21
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-04-01,6,16
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-05-01,18,17
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-06-01,12,12
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-07-01,12,14
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-08-01,22,15
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-09-01,16,17
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-10-01,16,18
Aggravated Assault,AGG ASSAULT DOMESTIC FELONY,2025-11-01,2,11
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-01-01,4,NA
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-02-01,4,NA
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-03-01,1,3
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-04-01,3,3
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-05-01,8,4
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-06-01,6,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-07-01,4,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-08-01,4,5
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-09-01,6,5
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-10-01,9,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-11-01,4,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2013-12-01,3,5
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-01-01,3,3
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-02-01,4,3
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-03-01,9,5
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-04-01,9,7
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-05-01,6,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-06-01,6,7
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-07-01,6,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-08-01,7,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-09-01,5,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-10-01,5,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-11-01,2,4
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2014-12-01,6,4
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-01-01,12,7
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-02-01,3,7
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-03-01,1,5
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-04-01,4,3
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-05-01,12,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-06-01,6,7
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-07-01,13,10
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-08-01,7,9
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-09-01,5,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-10-01,11,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-11-01,12,9
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2015-12-01,2,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-01-01,6,7
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-02-01,6,5
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-03-01,8,7
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-04-01,17,10
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-05-01,12,12
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-06-01,14,14
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-07-01,7,11
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-08-01,10,10
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-09-01,14,10
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-10-01,24,16
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-11-01,10,16
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2016-12-01,11,15
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-01-01,21,14
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-02-01,11,14
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-03-01,18,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-04-01,15,15
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-05-01,20,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-06-01,22,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-07-01,20,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-08-01,19,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-09-01,13,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-10-01,14,15
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-11-01,18,15
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2017-12-01,22,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-01-01,20,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-02-01,20,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-03-01,23,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-04-01,23,22
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-05-01,27,24
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-06-01,21,24
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-07-01,34,27
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-08-01,25,27
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-09-01,27,29
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-10-01,26,26
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-11-01,12,22
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2018-12-01,26,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-01-01,23,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-02-01,16,22
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-03-01,21,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-04-01,21,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-05-01,25,22
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-06-01,29,25
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-07-01,25,26
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-08-01,20,25
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-09-01,25,23
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-10-01,24,23
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-11-01,27,25
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2019-12-01,16,22
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-01-01,18,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-02-01,19,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-03-01,13,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-04-01,19,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-05-01,22,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-06-01,19,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-07-01,22,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-08-01,17,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-09-01,16,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-10-01,21,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-11-01,16,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2020-12-01,19,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-01-01,16,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-02-01,19,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-03-01,17,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-04-01,12,16
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-05-01,23,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-06-01,18,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-07-01,18,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-08-01,20,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-09-01,17,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-10-01,18,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-11-01,24,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2021-12-01,20,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-01-01,20,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-02-01,19,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-03-01,22,20
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-04-01,17,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-05-01,25,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-06-01,20,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-07-01,17,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-08-01,19,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-09-01,15,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-10-01,20,18
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-11-01,30,22
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2022-12-01,23,24
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-01-01,21,25
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-02-01,19,21
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-03-01,31,24
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-04-01,25,25
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-05-01,15,24
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-06-01,16,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-07-01,15,15
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-08-01,7,13
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-09-01,4,9
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-10-01,13,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-11-01,12,10
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2023-12-01,4,10
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-01-01,8,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-02-01,7,6
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-03-01,9,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-04-01,9,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-05-01,7,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-06-01,8,8
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-07-01,7,7
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-08-01,14,10
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-09-01,30,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-10-01,28,24
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-11-01,10,23
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2024-12-01,14,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-01-01,10,11
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-02-01,14,13
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-03-01,10,11
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-04-01,12,12
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-05-01,10,11
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-06-01,18,13
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-07-01,22,17
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-08-01,16,19
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-09-01,4,14
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-10-01,12,11
Aggravated Assault,AGG ASSAULT DOMESTIC MISD,2025-11-01,1,6
Aggravated Assault,AGG ASSAULT FELONY,2010-04-01,1,NA
Aggravated Assault,AGG ASSAULT FELONY,2011-10-01,1,NA
Aggravated Assault,AGG ASSAULT FELONY,2013-01-01,12,5
Aggravated Assault,AGG ASSAULT FELONY,2013-02-01,10,8
Aggravated Assault,AGG ASSAULT FELONY,2013-03-01,7,10
Aggravated Assault,AGG ASSAULT FELONY,2013-04-01,9,9
Aggravated Assault,AGG ASSAULT FELONY,2013-05-01,9,8
Aggravated Assault,AGG ASSAULT FELONY,2013-06-01,19,12
Aggravated Assault,AGG ASSAULT FELONY,2013-07-01,16,15
Aggravated Assault,AGG ASSAULT FELONY,2013-08-01,16,17
Aggravated Assault,AGG ASSAULT FELONY,2013-09-01,21,18
Aggravated Assault,AGG ASSAULT FELONY,2013-10-01,16,18
Aggravated Assault,AGG ASSAULT FELONY,2013-11-01,13,17
Aggravated Assault,AGG ASSAULT FELONY,2013-12-01,9,13
Aggravated Assault,AGG ASSAULT FELONY,2014-01-01,14,12
